품목명,분쟁유형명,answer
상조서비스,2) 사업자 귀책사유로 인한 계약해제/해지 및 손해발생,"행사개시 이전 시 계약해제(기납입액 환급)이며, 행사개시 이후에는 손해배상 입니다. "
,2) 사업자가 위 각호의 부당행위(허위/과장광고  정원초과  무자격/자격미달강사)를 하였을 때 수강자가 계속 수강하다가 계약해제 요구,잔여기간에 대한 수강료 환급입니다. 
각종자격취득강습,2) 사업자가 위 각호의 부당행위(허위/과장광고  정원초과  무자격/자격미달강사)를 하였을 때 수강자가 계속 수강하다가 계약해제 요구,잔여기간에 대한 수강료 환급입니다. 
일반강습(입시학원등),2) 사업자가 위 각호의 부당행위(허위/과장광고  정원초과  무자격/자격미달강사)를 하였을 때 수강자가 계속 수강하다가 계약해제 요구,잔여기간에 대한 수강료 환급입니다. 
전산강습,2) 사업자가 위 각호의 부당행위(허위/과장광고  정원초과  무자격/자격미달강사)를 하였을 때 수강자가 계속 수강하다가 계약해제 요구,잔여기간에 대한 수강료 환급입니다. 
,2) 사업자의 계약해지,"사업자는 이미 수수한 비용을 소비자에게 전액 환급하고 다음의 위약금을 추가로 부담함.  계약서 작성 후 소비자가 이민 관련서류를 제출하기 전, 국내수수료 30%와 대행수수료의 10% 중 적은 금액을 부담합니다.  신청인이 제출한 서류에 대한 번역서비스 완료 전, 국내수수료의 60%와 대행수수료의 20% 중 적은 금액을 부담합니다.   참고로, 이민신청서 접수 후 다음 각호의 사유가 발생하는 경우 사업자는 소비자에게 계약해지를 요구할 수 있습니다.  1. 사업자의 파산으로 더 이상 대행업무를 진행할 수 없는 경우  2. 현지 대행업체의 고의 또는 과실로 인해 업무 진행이 상당히 지연되는 등의 사유로 정상적인 수속 진행이 어려운 경우  3. 소비자가 각종 서류 제출 및 수수료 납부를 이행하지 않아 상당한 기간(횟수)에 걸쳐 이행을 독촉하였음에도 불구하고, 소비자가 조치하지 않은 경우"
취업·이민알선,2) 사업자의 계약해지,"사업자는 이미 수수한 비용을 소비자에게 전액 환급하고 다음의 위약금을 추가로 부담함.  계약서 작성 후 소비자가 이민 관련서류를 제출하기 전, 국내수수료 30%와 대행수수료의 10% 중 적은 금액을 부담합니다.  신청인이 제출한 서류에 대한 번역서비스 완료 전, 국내수수료의 60%와 대행수수료의 20% 중 적은 금액을 부담합니다.   참고로, 이민신청서 접수 후 다음 각호의 사유가 발생하는 경우 사업자는 소비자에게 계약해지를 요구할 수 있습니다.  1. 사업자의 파산으로 더 이상 대행업무를 진행할 수 없는 경우  2. 현지 대행업체의 고의 또는 과실로 인해 업무 진행이 상당히 지연되는 등의 사유로 정상적인 수속 진행이 어려운 경우  3. 소비자가 각종 서류 제출 및 수수료 납부를 이행하지 않아 상당한 기간(횟수)에 걸쳐 이행을 독촉하였음에도 불구하고, 소비자가 조치하지 않은 경우"
,2) 사업자의 귀책사유로 상영이 지연된 경우,"상영 예정시간보다 30분 이상 지연시 입장료 환급, 상영 예정시간보다 한 시간 이상 지연시 입장요금의 두 배 환급입니다."
영화관람,2) 사업자의 귀책사유로 상영이 지연된 경우,"상영 예정시간보다 30분 이상 지연시 입장료 환급, 상영 예정시간보다 한 시간 이상 지연시 입장요금의 두 배 환급입니다."
,2) 사업자의 귀책사유로 인한 운송계약의 해제,약정된 운송일의 2일전까지 통보 시 계약금 환급 및 계약금의 2배액 배상 합니다.  약정된 운송일의 1일전에 통보 시 계약금 환급 및 계약금의 4배액 배상 합니다.  약정된 운송일의 당일에 통보 시 계약금 환급 및 계약금의 6배액 배상 합니다.  약정된 당일에 통보가 없는 경우 계약금 환급 및 계약금의 10배액 배상 또는 실손해액 배상 합니다.  (계약금은 운임 등 합계액의 10%에 해당하는 금액으로 함.)
포장이사운송서비스,2) 사업자의 귀책사유로 인한 운송계약의 해제,약정된 운송일의 2일전까지 통보 시 계약금 환급 및 계약금의 2배액 배상 합니다.  약정된 운송일의 1일전에 통보 시 계약금 환급 및 계약금의 4배액 배상 합니다.  약정된 운송일의 당일에 통보 시 계약금 환급 및 계약금의 6배액 배상 합니다.  약정된 당일에 통보가 없는 경우 계약금 환급 및 계약금의 10배액 배상 또는 실손해액 배상 합니다.  (계약금은 운임 등 합계액의 10%에 해당하는 금액으로 함.)
,2) 사업자의 귀책사유로 인한 장애발생시 (임대료/사용료 정산),"계약 해지시 등록비 상당의 손해배상금액을 소비자에게 반환, 소비자는 해지월의 실제 사용일까지의 사용기간에 비례하여 정산한 월임대료를 사업자에게 지급하며, 계약 지속 시 장애발생 해당기간 사용료 면제(기지급액 반환) 입니다."
미분류대여(렌트),2) 사업자의 귀책사유로 인한 장애발생시 (임대료/사용료 정산),"계약 해지시 등록비 상당의 손해배상금액을 소비자에게 반환, 소비자는 해지월의 실제 사용일까지의 사용기간에 비례하여 정산한 월임대료를 사업자에게 지급하며, 계약 지속 시 장애발생 해당기간 사용료 면제(기지급액 반환) 입니다."
정수기대여(렌트),2) 사업자의 귀책사유로 인한 장애발생시 (임대료/사용료 정산),"계약 해지시 등록비 상당의 손해배상금액을 소비자에게 반환, 소비자는 해지월의 실제 사용일까지의 사용기간에 비례하여 정산한 월임대료를 사업자에게 지급하며, 계약 지속 시 장애발생 해당기간 사용료 면제(기지급액 반환) 입니다."
,2) 사업자의 예약보증금의 계약금 등 성질 미고지시 계약해제,"사업자의 사정으로 인한 계약해제 시 예약보증금 환급, 소비자의 사정으로 인한 계약해제 시 예약보증금 환급 입니다.  예약보증금의 명시적인 고지방법은 문자메시지 등 소비자가 손쉽게 확인할 수 있는 방법을 말합니다."
외식,2) 사업자의 예약보증금의 계약금 등 성질 미고지시 계약해제,"사업자의 사정으로 인한 계약해제 시 예약보증금 환급, 소비자의 사정으로 인한 계약해제 시 예약보증금 환급 입니다.  예약보증금의 명시적인 고지방법은 문자메시지 등 소비자가 손쉽게 확인할 수 있는 방법을 말합니다."
,2) 서비스의 중지.장애,"사전고지하지 않은 경우 분쟁해결기준은 다음과 같습니다.   3일 이상 서비스가 중지되거나 장애가 발생한 경우 또는 1개월 동안의 서비스 중지.장애발생 누적시간이 72시간을 초과한 경우, 계약해지 및 잔여기간에 대한 이용료 환급 입니다. 단 기간제서비스에 한합니다(월정액제 및 기간제아이템 포함).  1일간 누적 4시간 이상 서비스 중지 또는 장애로 인한 피해 시, 서비스 중지.장애시간의 3배를 무료로 연장 합니다.   사전고지 한 경우 분쟁해결기준은 다음과 같습니다.   서버점검 등의 사유로 서비스중지.장애를 사전에 고지하였으나 서비스중지.장애 시간이 10시간을 초과하는 경우, 초과된 시간만큼 이용기간을 무료로 연장 합니다.   참고로, 사전고지라 함은 서비스 중지, 장애 24시간이전에 고지된 것을 의미합니다. 서비스 중지.장애 시간에 다툼이 있는 경우 소비자가 회사에 통지한 후부터 계산하되, 서비스가 불가항력(천재지변 등)이나 소비자과실로 인하여 중지되거나 장애가 발생한 경우에는, 서비스 중지.장애시간 계산에서 제외합니다. "
인터넷게임서비스,2) 서비스의 중지.장애,"사전고지하지 않은 경우 분쟁해결기준은 다음과 같습니다.   3일 이상 서비스가 중지되거나 장애가 발생한 경우 또는 1개월 동안의 서비스 중지.장애발생 누적시간이 72시간을 초과한 경우, 계약해지 및 잔여기간에 대한 이용료 환급 입니다. 단 기간제서비스에 한합니다(월정액제 및 기간제아이템 포함).  1일간 누적 4시간 이상 서비스 중지 또는 장애로 인한 피해 시, 서비스 중지.장애시간의 3배를 무료로 연장 합니다.   사전고지 한 경우 분쟁해결기준은 다음과 같습니다.   서버점검 등의 사유로 서비스중지.장애를 사전에 고지하였으나 서비스중지.장애 시간이 10시간을 초과하는 경우, 초과된 시간만큼 이용기간을 무료로 연장 합니다.   참고로, 사전고지라 함은 서비스 중지, 장애 24시간이전에 고지된 것을 의미합니다. 서비스 중지.장애 시간에 다툼이 있는 경우 소비자가 회사에 통지한 후부터 계산하되, 서비스가 불가항력(천재지변 등)이나 소비자과실로 인하여 중지되거나 장애가 발생한 경우에는, 서비스 중지.장애시간 계산에서 제외합니다. "
,2) 서비스횟수가 2회 이상 또는 기간제인 경우 (환급  서비스불이행  물품파손 등),"사업자의 사정으로 인한 계약해제 또는 해지 시, 서비스개시 이전에는 계약금 환급 및 총 이용금액의 10% 배상이며, 서비스개시 이후에는 해지일까지의 이용횟수에 해당하는 금액 공제 후 환급 및 이용금액의 10% 배상입니다.   소비자의 사정으로 인한 계약해제 또는 해지 시, 서비스개시 이전에는 총 이용금액의 10% 공제후 환급이며, 서비스개시 이후에는 해지일까지의 이용횟수에 해당하는 금액과 총 이용금액의 10% 공제 후 환급입니다.   광고와 서비스 내용이 다른 경우(인원, 첨단장비, 사후서비스 등), 계약해지 및 미이용요금 환급과 전체이용요금의 10% 배상입니다.   서비스 이행을 2일 이상 지연 시, 지연된 해당 서비스 이용요금의 50% 환급합니다. 3회 이상 서비스 이행을 지연할 경우, 계약해지 및 미이용요금 환급과 전체이용요금의 10% 배상입니다.   서비스 이행을 위해 소비자를 방문하였으나 주소불명 또는 연락두절로 인해 서비스를 이행하지 못한 경우, 미이행된 서비스 재이행 또는 미이행된 서비스에 해당하는 요금에서 30% 공제후 잔액 환급입니다.   서비스 이행중 가전제품, 가구, 생활용품 등을 파손 또는 훼손한 경우 손해배상입니다.   서비스일수(기간제)로 계약한 경우 이용일수에 해당하는 금액 공제 후 환급합니다. 연락이 두절되거나, 전화번호 오류 등으로 인해 연락을 취하지 못해 서비스가 연기된 경우, 연기된 기간은 지연기간에 포함시키지 않으며, 주소불명/연락두절로 서비스를 이행하지 못했음에 대한 입증은 사업자가 합니다. "
,2) 성수기 주말(계약해제),"소비자의 책임있는 사유로 인한 계약해제 인 경우에는 사용예정일 10일 전까지 취소 또는 계약체결당일 취소시 계약금 환급, 사용예정일 7일 전까지 취소시 총요금의 20% 공제후 환급,사용예정일 5일 전까지 취소시 총요금의 40% 공제후 환급,사용예정일 3일 전까지 취소시 총요금의 60% 공제후 환급, 사용예정일 1일 전까지 또는 사용예정일 당일 취소시 총요금의 90% 공제후 환급이며, 사업자의 귀책사유로 인한 계약해제 인 경우에는 사용예정일 10일 전까지 취소시 계약금 환급,  사용예정일 7일 전까지 취소시 계약금 환급 및 총요금의 20% 배상, 사용예정일 5일 전까지 취소시 계약금 환급 및 총요금의 40% 배상, 사용예정일 3일 전까지 취소시 계약금 환급 및 총요금의 60% 배상, 사용예정일 1일 전까지 또는 사용예정일 당일 취소시 손해배상 입니다.  (성수기는 사업자가 약관에 표시한 기간을 적용하되 약관에 관련 내용이 없는 경우에는 다음의 기간을 적용함. 여름시즌은 7.15~8.24, 겨울시즌은 12.20~2.20 이며, 주말 은 금요일. 토요일 숙박, 공휴일 전일 숙박. 소비자가 사용당일 사용예정시간까지 통보가 없는 경우에는 사용당일 취소로 봄.)"
